OPO code,Center code,Begin date,End date,Local Transplants,Regional Transplants,KI transplants procured by this OPO for the center,PA transplants procured by this OPO for the center,LI transplants procured by this OPO for the center,IN transplants procured by this OPO for the center,HR transplants procured by this OPO for the center,LU transplants procured by this OPO for the center
TXGC,NYCP-TX1,07/01/2017,06/30/2018,0,0,0,1,1,1,0,0
TXSA,NYCP-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
UTOP,NYCP-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
VATB,NYCP-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
WALC,NYCP-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,0,0
WIDN,NYCP-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
WIUW,NYCP-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,1,0
ALOB,NYDS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
DCTC,NYDS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLUF,NYDS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
GALL,NYDS-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
INOP,NYDS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MIOP,NYDS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MSOP,NYDS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MWOB,NYDS-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
NCNC,NYDS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NYAP,NYDS-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
NYFL,NYDS-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
NYRT,NYDS-TX1,07/01/2017,06/30/2018,1,1,29,0,0,0,0,0
OHLP,NYDS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
PRLL,NYDS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXGC,NYDS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXSB,NYDS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
WALC,NYDS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
WIUW,NYDS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ALOB,NYEC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
AROR,NYEC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CADN,NYEC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CASD,NYEC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CORS,NYEC-TX1,07/01/2017,06/30/2018,0,0,4,0,0,0,0,0
CTOP,NYEC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLFH,NYEC-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
FLUF,NYEC-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
FLWC,NYEC-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
GALL,NYEC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
IAOP,NYEC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ILIP,NYEC-TX1,07/01/2017,06/30/2018,0,0,10,0,0,0,0,0
KYDA,NYEC-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
LAOP,NYEC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MAOB,NYEC-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
MIOP,NYEC-TX1,07/01/2017,06/30/2018,0,0,11,0,0,0,0,0
MNOP,NYEC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MOMA,NYEC-TX1,07/01/2017,06/30/2018,0,0,4,0,0,0,0,0
MSOP,NYEC-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
MWOB,NYEC-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
NCNC,NYEC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NJTO,NYEC-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
NYAP,NYEC-TX1,07/01/2017,06/30/2018,0,1,2,0,0,0,0,0
NYFL,NYEC-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
NYRT,NYEC-TX1,07/01/2017,06/30/2018,0,1,9,0,0,0,0,0
NYWN,NYEC-TX1,07/01/2017,06/30/2018,1,1,52,4,0,0,0,0
OHLB,NYEC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OHLC,NYEC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OHOV,NYEC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ORUO,NYEC-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
PADV,NYEC-TX1,07/01/2017,06/30/2018,0,0,4,0,0,0,0,0
PATF,NYEC-TX1,07/01/2017,06/30/2018,0,0,4,0,0,0,0,0
PRLL,NYEC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
SCOP,NYEC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TNDS,NYEC-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
TXGC,NYEC-TX1,07/01/2017,06/30/2018,0,0,6,0,0,0,0,0
TXSB,NYEC-TX1,07/01/2017,06/30/2018,0,0,5,0,0,0,0,0
WALC,NYEC-TX1,07/01/2017,06/30/2018,0,0,5,0,0,0,0,0
WIDN,NYEC-TX1,07/01/2017,06/30/2018,0,0,4,0,0,0,0,0
FLFH,NYFL-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,0,0
KYDA,NYFL-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
MAOB,NYFL-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
MIOP,NYFL-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,1,0
NCNC,NYFL-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,2,0
NEOR,NYFL-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NYAP,NYFL-TX1,07/01/2017,06/30/2018,0,1,1,1,4,0,3,0
NYFL,NYFL-TX1,07/01/2017,06/30/2018,1,1,39,1,7,0,6,0
NYRT,NYFL-TX1,07/01/2017,06/30/2018,0,1,4,0,17,0,1,0
NYWN,NYFL-TX1,07/01/2017,06/30/2018,0,1,4,1,3,0,0,0
OHLC,NYFL-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
OHLP,NYFL-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
PADV,NYFL-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,1,0
PATF,NYFL-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,3,0
TNDS,NYFL-TX1,07/01/2017,06/30/2018,0,0,1,1,0,0,0,0
ALOB,NYMA-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CTOP,NYMA-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,1
DCTC,NYMA-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
FLFH,NYMA-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
FLMP,NYMA-TX1,07/01/2017,06/30/2018,0,0,2,0,1,0,0,0
FLUF,NYMA-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,0,0
GALL,NYMA-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,1,0
IAOP,NYMA-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ILIP,NYMA-TX1,07/01/2017,06/30/2018,0,0,2,1,1,0,0,1
INOP,NYMA-TX1,07/01/2017,06/30/2018,0,0,4,0,0,0,1,0
MAOB,NYMA-TX1,07/01/2017,06/30/2018,0,0,4,0,1,0,2,2
MDPC,NYMA-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
MIOP,NYMA-TX1,07/01/2017,06/30/2018,0,0,5,1,0,0,0,0
MNOP,NYMA-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,1,0
MOMA,NYMA-TX1,07/01/2017,06/30/2018,0,0,3,0,2,0,1,2
MWOB,NYMA-TX1,07/01/2017,06/30/2018,0,0,7,2,1,0,0,0
NCCM,NYMA-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,2,0
NCNC,NYMA-TX1,07/01/2017,06/30/2018,0,0,2,1,1,0,1,0
NJTO,NYMA-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,2
NYAP,NYMA-TX1,07/01/2017,06/30/2018,0,1,1,0,3,0,1,0
NYFL,NYMA-TX1,07/01/2017,06/30/2018,0,1,3,0,2,0,2,0
NYRT,NYMA-TX1,07/01/2017,06/30/2018,1,1,39,3,21,0,11,4
NYWN,NYMA-TX1,07/01/2017,06/30/2018,0,1,0,0,1,0,0,1
OHLB,NYMA-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
OHLP,NYMA-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,3,0
OHOV,NYMA-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OKOP,NYMA-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
PADV,NYMA-TX1,07/01/2017,06/30/2018,0,0,8,2,2,0,6,6
PATF,NYMA-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,1,2
SCOP,NYMA-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,1,1
TNDS,NYMA-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,3,0
TXSB,NYMA-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
VATB,NYMA-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,3,0
WALC,NYMA-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
WIDN,NYMA-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
WIUW,NYMA-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
ALOB,NYMS-TX1,07/01/2017,06/30/2018,0,0,0,0,1,2,0,0
AROR,NYMS-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
CORS,NYMS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CTOP,NYMS-TX1,07/01/2017,06/30/2018,0,0,2,0,1,0,1,0
DCTC,NYMS-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,2,0
FLMP,NYMS-TX1,07/01/2017,06/30/2018,0,0,2,0,1,0,0,0
FLWC,NYMS-TX1,07/01/2017,06/30/2018,0,0,2,1,1,2,0,0
GALL,NYMS-TX1,07/01/2017,06/30/2018,0,0,4,0,1,2,0,0
ILIP,NYMS-TX1,07/01/2017,06/30/2018,0,0,2,0,0,1,0,0
INOP,NYMS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
KYDA,NYMS-TX1,07/01/2017,06/30/2018,0,0,1,0,2,0,0,0
LAOP,NYMS-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
MAOB,NYMS-TX1,07/01/2017,06/30/2018,0,0,2,0,1,0,3,0
MIOP,NYMS-TX1,07/01/2017,06/30/2018,0,0,0,0,0,1,0,0
MOMA,NYMS-TX1,07/01/2017,06/30/2018,0,0,0,0,2,0,0,0
MWOB,NYMS-TX1,07/01/2017,06/30/2018,0,0,0,1,1,2,0,0
NCCM,NYMS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NCNC,NYMS-TX1,07/01/2017,06/30/2018,0,0,0,0,2,0,2,0
NJTO,NYMS-TX1,07/01/2017,06/30/2018,0,0,3,0,2,0,0,0
NYAP,NYMS-TX1,07/01/2017,06/30/2018,0,1,4,0,16,0,1,0
NYFL,NYMS-TX1,07/01/2017,06/30/2018,0,1,3,0,15,0,0,0
NYRT,NYMS-TX1,07/01/2017,06/30/2018,1,1,57,6,72,0,13,0
NYWN,NYMS-TX1,07/01/2017,06/30/2018,0,1,1,0,5,0,0,0
OHLC,NYMS-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
OHLP,NYMS-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
OHOV,NYMS-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
ORUO,NYMS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
PADV,NYMS-TX1,07/01/2017,06/30/2018,0,0,2,0,2,0,0,0
PATF,NYMS-TX1,07/01/2017,06/30/2018,0,0,1,0,2,0,1,0
PRLL,NYMS-TX1,07/01/2017,06/30/2018,0,0,0,0,0,1,0,0
SCOP,NYMS-TX1,07/01/2017,06/30/2018,0,0,2,0,2,0,0,0
TNDS,NYMS-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,0,0
TXGC,NYMS-TX1,07/01/2017,06/30/2018,0,0,2,0,0,1,0,0
TXSB,NYMS-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,0,0
VATB,NYMS-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
CAOP,NYNS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ILIP,NYNS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,1,0
MAOB,NYNS-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,1,0
MDPC,NYNS-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
MSOP,NYNS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NVLV,NYNS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NYRT,NYNS-TX1,07/01/2017,06/30/2018,1,1,35,0,0,0,1,0
OHLB,NYNS-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
OHLC,NYNS-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
PADV,NYNS-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,1,0
PATF,NYNS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
SCOP,NYNS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TNDS,NYNS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
VATB,NYNS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
WALC,NYNS-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
WIUW,NYNS-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
AZOB,NYNY-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CADN,NYNY-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CTOP,NYNY-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
DCTC,NYNY-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
FLFH,NYNY-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
FLUF,NYNY-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLWC,NYNY-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
GALL,NYNY-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
MNOP,NYNY-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MSOP,NYNY-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,0,0
MWOB,NYNY-TX1,07/01/2017,06/30/2018,0,0,0,0,3,0,0,0
NJTO,NYNY-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
NYAP,NYNY-TX1,07/01/2017,06/30/2018,0,1,1,0,3,0,0,0
NYFL,NYNY-TX1,07/01/2017,06/30/2018,0,1,0,0,3,0,0,0
NYRT,NYNY-TX1,07/01/2017,06/30/2018,1,1,46,2,22,0,0,0
NYWN,NYNY-TX1,07/01/2017,06/30/2018,0,1,3,0,1,0,0,0
OHLP,NYNY-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
ORUO,NYNY-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
PADV,NYNY-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,0,0
PATF,NYNY-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
PRLL,NYNY-TX1,07/01/2017,06/30/2018,0,0,0,0,2,0,0,0
TNDS,NYNY-TX1,07/01/2017,06/30/2018,0,0,0,0,2,0,0,0
TXGC,NYNY-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,0,0
TXSB,NYNY-TX1,07/01/2017,06/30/2018,0,0,2,1,1,0,0,0
UTOP,NYNY-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
WALC,NYNY-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
WIDN,NYNY-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
WIUW,NYNY-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
ALOB,NYSB-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CORS,NYSB-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLFH,NYSB-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLMP,NYSB-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
FLUF,NYSB-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
GALL,NYSB-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
ILIP,NYSB-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
INOP,NYSB-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
MAOB,NYSB-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MNOP,NYSB-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NCCM,NYSB-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NYFL,NYSB-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
NYRT,NYSB-TX1,07/01/2017,06/30/2018,1,1,29,0,0,0,0,0
NYWN,NYSB-TX1,07/01/2017,06/30/2018,0,1,1,0,0,0,0,0
OHLC,NYSB-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
OHLP,NYSB-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
PRLL,NYSB-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TNDS,NYSB-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXSB,NYSB-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
WALC,NYSB-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
ALOB,NYUC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CADN,NYUC-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
CORS,NYUC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
DCTC,NYUC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,1,2
FLFH,NYUC-TX1,07/01/2017,06/30/2018,0,0,4,0,0,0,0,0
FLMP,NYUC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLUF,NYUC-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,2
FLWC,NYUC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,1
GALL,NYUC-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,0,0
IAOP,NYUC-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,0,0
ILIP,NYUC-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,1,0
INOP,NYUC-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
MAOB,NYUC-TX1,07/01/2017,06/30/2018,0,0,7,0,1,0,2,0
MDPC,NYUC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,0,2
MIOP,NYUC-TX1,07/01/2017,06/30/2018,0,0,4,0,0,0,1,0
MNOP,NYUC-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,2
MWOB,NYUC-TX1,07/01/2017,06/30/2018,0,0,5,0,1,0,0,0
NCNC,NYUC-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,0,0
NEOR,NYUC-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
NJTO,NYUC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,2,0
NYAP,NYUC-TX1,07/01/2017,06/30/2018,0,1,2,0,6,0,0,1
NYFL,NYUC-TX1,07/01/2017,06/30/2018,0,1,5,0,3,0,1,0
NYRT,NYUC-TX1,07/01/2017,06/30/2018,1,1,31,0,27,0,5,0
NYWN,NYUC-TX1,07/01/2017,06/30/2018,0,1,1,0,1,0,0,0
OHLB,NYUC-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,0,0
OHOV,NYUC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
OKOP,NYUC-TX1,07/01/2017,06/30/2018,0,0,4,0,0,0,0,0
ORUO,NYUC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
PADV,NYUC-TX1,07/01/2017,06/30/2018,0,0,12,0,0,0,2,1
PATF,NYUC-TX1,07/01/2017,06/30/2018,0,0,4,0,0,0,0,0
TNDS,NYUC-TX1,07/01/2017,06/30/2018,0,0,2,0,1,0,0,0
TXGC,NYUC-TX1,07/01/2017,06/30/2018,0,0,4,0,0,0,0,0
TXSB,NYUC-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
UTOP,NYUC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
VATB,NYUC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
WALC,NYUC-TX1,07/01/2017,06/30/2018,0,0,4,0,0,0,0,0
ALOB,NYUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
AZOB,NYUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CADN,NYUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CORS,NYUM-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
FLFH,NYUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
FLWC,NYUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
INOP,NYUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
KYDA,NYUM-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
MAOB,NYUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
MIOP,NYUM-TX1,07/01/2017,06/30/2018,0,0,7,0,0,0,0,0
MOMA,NYUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NCNC,NYUM-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
NEOR,NYUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NYAP,NYUM-TX1,07/01/2017,06/30/2018,0,1,8,0,0,0,0,0
NYFL,NYUM-TX1,07/01/2017,06/30/2018,1,1,32,2,0,0,0,0
NYRT,NYUM-TX1,07/01/2017,06/30/2018,0,1,4,1,0,0,0,0
NYWN,NYUM-TX1,07/01/2017,06/30/2018,0,1,3,0,0,0,0,0
OHLC,NYUM-TX1,07/01/2017,06/30/2018,0,0,1,1,0,0,0,0
OHLP,NYUM-TX1,07/01/2017,06/30/2018,0,0,0,1,0,0,0,0
OKOP,NYUM-TX1,07/01/2017,06/30/2018,0,0,4,0,0,0,0,0
PADV,NYUM-TX1,07/01/2017,06/30/2018,0,0,5,0,0,0,0,0
SCOP,NYUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TNDS,NYUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
TXGC,NYUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
UTOP,NYUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
VATB,NYUM-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
WALC,NYUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
WIDN,NYUM-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
KYDA,NYVA-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NCNC,NYVA-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NYRT,NYVA-TX1,07/01/2017,06/30/2018,1,1,1,0,0,0,0,0
ALOB,NYWC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
CASD,NYWC-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
CTOP,NYWC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,1,0
DCTC,NYWC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,2,0
FLMP,NYWC-TX1,07/01/2017,06/30/2018,0,0,3,0,0,0,0,0
FLWC,NYWC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
GALL,NYWC-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
INOP,NYWC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
KYDA,NYWC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
MAOB,NYWC-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,2,0
MOMA,NYWC-TX1,07/01/2017,06/30/2018,0,0,0,0,1,0,0,0
MWOB,NYWC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NCCM,NYWC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
NCNC,NYWC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,2,0
NJTO,NYWC-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,2,0
NYAP,NYWC-TX1,07/01/2017,06/30/2018,0,1,1,0,5,0,0,0
NYFL,NYWC-TX1,07/01/2017,06/30/2018,0,1,0,0,2,0,1,0
NYRT,NYWC-TX1,07/01/2017,06/30/2018,1,1,30,0,25,0,17,0
NYWN,NYWC-TX1,07/01/2017,06/30/2018,0,1,1,0,1,0,0,0
OHLB,NYWC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
OHLP,NYWC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
OKOP,NYWC-TX1,07/01/2017,06/30/2018,0,0,1,0,0,0,0,0
PADV,NYWC-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,2,0
PATF,NYWC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,2,0
TXGC,NYWC-TX1,07/01/2017,06/30/2018,0,0,4,0,1,0,0,0
TXSB,NYWC-TX1,07/01/2017,06/30/2018,0,0,2,0,0,0,0,0
VATB,NYWC-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,0,0
CTOP,OHCC-TX1,07/01/2017,06/30/2018,0,0,0,1,1,1,0,1
FLMP,OHCC-TX1,07/01/2017,06/30/2018,0,0,1,0,1,1,0,2
FLUF,OHCC-TX1,07/01/2017,06/30/2018,0,0,0,1,1,1,0,0
GALL,OHCC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,1,1,9
IAOP,OHCC-TX1,07/01/2017,06/30/2018,0,0,0,0,0,0,1,0
ILIP,OHCC-TX1,07/01/2017,06/30/2018,0,0,1,0,1,0,1,9
INOP,OHCC-TX1,07/01/2017,06/30/2018,0,1,3,2,10,2,0,18
KYDA,OHCC-TX1,07/01/2017,06/30/2018,0,0,0,0,1,1,0,2
